ID_Cliente,Desercion,Genero,Genero_Codigo,Adulto_Mayor,Tiene_Pareja,Dependientes,Meses_Permanencia,Servicio_Telefonico,Lineas_Multiples,Tipo_Internet,Tipo_Internet_Codigo,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Tipo_Contrato_Codigo,Factura_Digital,Metodo_Pago,Metodo_Pago_Codigo,Cargos_Mensuales,Cargos_Totales,tiene_streaming,categoria_servicio,Perfil_Servicio,AnnualCharges,Estado_Cliente
2446-BEGGB,1,Female,0,1,0,0,6,1,1,Fiber optic,2,0,1,0,0,1,1,Month-to-month,0,1,Electronic check,0,98.25,560.6,1,Internet con Streaming,Ambos streaming,1179.0,Fuga
2446-PLQVO,1,Male,1,0,0,0,1,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,70.3,70.3,0,Internet sin Streaming,Solo Internet,843.5999999999999,Fuga
2446-ZKVAF,0,Male,1,0,1,0,18,1,1,DSL,1,0,1,0,0,0,0,Month-to-month,0,0,Credit card (automatic),3,56.8,1074.65,0,Internet sin Streaming,Solo Internet,681.5999999999999,Leales
2450-ZKEED,0,Female,0,0,0,0,11,1,0,DSL,1,0,0,1,1,0,0,One year,1,0,Bank transfer (automatic),2,53.8,651.55,0,Internet sin Streaming,Solo Internet,645.5999999999999,Leales
2451-YMUXS,0,Male,1,1,0,0,67,1,1,DSL,1,1,1,0,1,0,0,Two year,2,1,Bank transfer (automatic),2,64.55,4250.1,0,Internet sin Streaming,Solo Internet,774.5999999999999,Leales
2452-KDRRH,0,Male,1,1,0,0,67,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Credit card (automatic),3,101.4,6841.05,1,Internet con Streaming,Ambos streaming,1216.8000000000002,Leales
2452-MRMZF,0,Female,0,1,1,0,72,1,1,0,0,0,0,0,0,0,0,Two year,2,1,Credit card (automatic),3,25.7,1937.4,0,Sin Internet,Sin Internet,308.4,Leales
2452-SNHFZ,0,Female,0,0,0,0,47,1,0,Fiber optic,2,1,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),3,75.45,3545.1,0,Internet sin Streaming,Solo Internet,905.4000000000001,Leales
2453-SAFNS,0,Female,0,1,0,0,54,1,1,DSL,1,0,1,0,1,1,0,One year,1,0,Mailed check,1,72.1,3886.05,1,Internet con Streaming,Solo Streaming Tv,865.1999999999999,Leales
2454-RPBRZ,1,Female,0,1,1,0,12,1,1,Fiber optic,2,0,1,1,0,1,0,Month-to-month,0,1,Electronic check,0,98.1,1060.2,1,Internet con Streaming,Solo Streaming Tv,1177.1999999999998,Fuga
2455-USLMV,0,Female,0,0,0,0,31,1,1,Fiber optic,2,1,0,1,0,0,0,Month-to-month,0,1,Credit card (automatic),3,84.75,2613.4,0,Internet sin Streaming,Solo Internet,1017.0,Leales
2458-EOMRE,0,Female,0,0,0,0,11,1,0,DSL,1,1,0,1,0,0,1,Month-to-month,0,0,Bank transfer (automatic),2,64.05,733.95,1,Internet con Streaming,Solo Streaming Movie,768.5999999999999,Leales
2460-FPSYH,1,Female,0,1,0,0,40,0,0,DSL,1,1,1,0,0,1,1,Month-to-month,0,1,Electronic check,0,55.8,2109.35,1,Internet con Streaming,Ambos streaming,669.5999999999999,Fuga
2460-NGXBJ,0,Male,1,1,1,1,11,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Credit card (automatic),3,75.2,775.3,0,Internet sin Streaming,Solo Internet,902.4000000000001,Leales
2462-XIIJB,1,Male,1,0,0,0,5,1,1,Fiber optic,2,0,0,1,0,1,0,Month-to-month,0,1,Electronic check,0,92.5,452.7,1,Internet con Streaming,Solo Streaming Tv,1110.0,Fuga
2465-BLLEU,0,Male,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,19.75,19.75,0,Sin Internet,Sin Internet,237.0,Leales
2466-FCCPT,0,Female,0,0,1,1,20,1,0,0,0,0,0,0,0,0,0,One year,1,0,Bank transfer (automatic),2,19.7,395.6,0,Sin Internet,Sin Internet,236.39999999999998,Leales
2466-NEJOJ,0,Male,1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),3,19.65,169.75,0,Sin Internet,Sin Internet,235.79999999999998,Leales
2468-SJFLM,0,Male,1,0,0,0,1,1,0,Fiber optic,2,0,0,0,1,0,0,Month-to-month,0,1,Mailed check,1,74.3,74.3,0,Internet sin Streaming,Solo Internet,891.5999999999999,Leales
2469-DTSGX,0,Female,0,1,0,0,72,1,1,Fiber optic,2,0,1,1,1,1,1,Two year,2,0,Electronic check,0,111.65,7943.45,1,Internet con Streaming,Ambos streaming,1339.8000000000002,Leales
2472-OVKUP,1,Male,1,0,1,0,6,1,0,Fiber optic,2,0,1,1,0,0,1,Month-to-month,0,1,Electronic check,0,91.0,531.0,1,Internet con Streaming,Solo Streaming Movie,1092.0,Fuga
2474-BRUCM,1,Male,1,1,1,0,40,1,1,Fiber optic,2,1,0,0,0,1,1,Month-to-month,0,0,Electronic check,0,101.85,4086.3,1,Internet con Streaming,Ambos streaming,1222.1999999999998,Fuga
2474-LCNUE,0,Female,0,0,1,0,23,1,1,DSL,1,0,0,0,1,1,1,Month-to-month,0,1,Credit card (automatic),3,73.65,1642.75,1,Internet con Streaming,Ambos streaming,883.8000000000001,Leales
2475-MROZF,0,Male,1,0,0,0,30,1,1,Fiber optic,2,1,1,1,1,0,0,Month-to-month,0,1,Credit card (automatic),3,95.0,2852.4,0,Internet sin Streaming,Solo Internet,1140.0,Leales
2476-YGEFM,0,Female,0,0,0,0,29,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Credit card (automatic),3,76.0,2215.25,0,Internet sin Streaming,Solo Internet,912.0,Leales
2478-EEWWM,0,Male,1,0,1,0,59,0,0,DSL,1,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,44.3,2666.75,1,Internet con Streaming,Ambos streaming,531.5999999999999,Leales
2479-BRAMR,1,Male,1,1,1,0,41,1,1,Fiber optic,2,1,0,1,0,0,0,Month-to-month,0,1,Bank transfer (automatic),2,83.75,3273.55,0,Internet sin Streaming,Solo Internet,1005.0,Fuga
2480-EJWYP,0,Female,0,1,1,0,58,1,1,Fiber optic,2,0,1,0,0,1,1,One year,1,1,Bank transfer (automatic),2,97.8,5458.8,1,Internet con Streaming,Ambos streaming,1173.6,Leales
2480-JZOSN,0,Female,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,20.65,20.65,0,Sin Internet,Sin Internet,247.79999999999998,Leales
2480-SQIOB,0,Male,1,0,1,1,4,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,44.8,169.65,0,Internet sin Streaming,Solo Internet,537.5999999999999,Leales
2481-SBOYW,0,Female,0,0,0,1,61,1,1,0,0,0,0,0,0,0,0,Two year,2,1,Credit card (automatic),3,25.0,1498.35,0,Sin Internet,Sin Internet,300.0,Leales
2482-CZGBB,1,Male,1,0,0,0,10,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,70.0,740.0,0,Internet sin Streaming,Solo Internet,840.0,Fuga
2483-XSSMZ,0,Female,0,0,0,0,39,1,0,DSL,1,1,0,0,0,0,0,One year,1,1,Electronic check,0,47.85,1886.4,0,Internet sin Streaming,Solo Internet,574.2,Leales
2484-DGXPZ,1,Female,0,0,1,1,31,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,19.55,658.95,0,Sin Internet,Sin Internet,234.60000000000002,Fuga
2485-ITVKB,1,Female,0,0,1,0,2,0,0,DSL,1,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,0,35.1,68.75,1,Internet con Streaming,Solo Streaming Movie,421.20000000000005,Fuga
2486-WYVVE,0,Male,1,0,1,0,31,1,1,DSL,1,0,0,1,1,1,1,One year,1,1,Mailed check,1,79.3,2484.0,1,Internet con Streaming,Ambos streaming,951.5999999999999,Leales
2495-INZWQ,1,Male,1,0,0,0,4,0,0,DSL,1,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,44.55,174.3,1,Internet con Streaming,Ambos streaming,534.5999999999999,Fuga
2495-KZNFB,0,Female,0,0,0,0,33,1,1,Fiber optic,2,1,0,0,0,0,1,Month-to-month,0,1,Electronic check,0,90.65,2989.6,1,Internet con Streaming,Solo Streaming Movie,1087.8000000000002,Leales
2495-TTHBQ,0,Female,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,One year,1,1,Mailed check,1,20.4,84.75,0,Sin Internet,Sin Internet,244.79999999999998,Leales
2498-XLDZR,0,Female,0,0,1,1,32,1,0,DSL,1,1,1,1,1,0,1,Two year,2,0,Mailed check,1,73.6,2316.85,1,Internet con Streaming,Solo Streaming Movie,883.1999999999999,Leales
2499-AJYUA,0,Female,0,1,1,0,72,1,1,Fiber optic,2,0,1,1,1,1,1,Two year,2,1,Credit card (automatic),3,110.8,7882.25,1,Internet con Streaming,Ambos streaming,1329.6,Leales
2501-XWWTZ,0,Male,1,0,0,0,11,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,70.2,760.05,0,Internet sin Streaming,Solo Internet,842.4000000000001,Leales
2504-DSHIH,0,Male,1,1,1,0,23,1,1,Fiber optic,2,0,0,0,0,0,1,Month-to-month,0,0,Electronic check,0,86.8,1975.85,1,Internet con Streaming,Solo Streaming Movie,1041.6,Leales
2506-CLAKW,1,Female,0,0,0,0,6,1,0,Fiber optic,2,1,1,1,1,0,1,Month-to-month,0,1,Bank transfer (automatic),2,98.15,567.45,1,Internet con Streaming,Solo Streaming Movie,1177.8000000000002,Fuga
2506-TNFCO,1,Female,0,1,1,0,1,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,69.55,69.55,0,Internet sin Streaming,Solo Internet,834.5999999999999,Fuga
2507-QZPQS,0,Male,1,0,0,0,15,1,1,Fiber optic,2,0,1,0,1,0,1,Month-to-month,0,0,Electronic check,0,95.7,1451.1,1,Internet con Streaming,Solo Streaming Movie,1148.4,Leales
2508-QJJFP,0,Male,1,0,0,1,47,1,0,0,0,0,0,0,0,0,0,One year,1,0,Credit card (automatic),3,20.55,1013.05,0,Sin Internet,Sin Internet,246.60000000000002,Leales
2509-TFPJU,0,Male,1,0,1,0,72,1,1,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,25.75,1864.2,0,Sin Internet,Sin Internet,309.0,Leales
2511-ALLCS,0,Female,0,0,1,1,35,1,1,0,0,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),2,24.3,821.6,0,Sin Internet,Sin Internet,291.6,Leales
2511-MORQY,0,Male,1,0,1,1,50,1,1,DSL,1,0,0,1,0,0,0,One year,1,0,Bank transfer (automatic),2,54.9,2614.1,0,Internet sin Streaming,Solo Internet,658.8,Leales
2514-GINMM,1,Male,1,0,0,0,1,1,0,Fiber optic,2,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,0,79.5,79.5,1,Internet con Streaming,Solo Streaming Tv,954.0,Fuga
2516-VQRRV,1,Female,0,1,0,0,2,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,75.45,158.4,0,Internet sin Streaming,Solo Internet,905.4000000000001,Fuga
2516-XSJKX,0,Female,0,0,1,1,41,1,0,DSL,1,1,1,0,1,1,1,Two year,2,0,Electronic check,0,78.45,3126.45,1,Internet con Streaming,Ambos streaming,941.4000000000001,Leales
2519-ERQOJ,0,Male,1,1,0,0,33,0,0,DSL,1,0,0,1,1,1,1,Month-to-month,0,1,Electronic check,0,54.6,1803.7,1,Internet con Streaming,Ambos streaming,655.2,Leales
2519-FAKOD,1,Male,1,0,0,1,38,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Bank transfer (automatic),2,99.25,3777.15,1,Internet con Streaming,Ambos streaming,1191.0,Fuga
2519-LBNQL,0,Male,1,1,1,0,60,1,1,Fiber optic,2,0,1,1,0,1,1,One year,1,1,Electronic check,0,104.35,6339.45,1,Internet con Streaming,Ambos streaming,1252.1999999999998,Leales
2519-TWKFS,0,Male,1,0,1,1,25,1,1,DSL,1,0,0,0,1,0,0,One year,1,1,Mailed check,1,55.1,1466.1,0,Internet sin Streaming,Solo Internet,661.2,Leales
2520-SGTTA,0,Female,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Mailed check,1,20.0,0.0,0,Sin Internet,Sin Internet,240.0,Leales
2521-NPUZR,0,Male,1,0,1,0,70,1,0,Fiber optic,2,1,1,1,1,0,1,Two year,2,0,Credit card (automatic),3,101.0,7085.5,1,Internet con Streaming,Solo Streaming Movie,1212.0,Leales
2522-AHJXR,0,Male,1,0,1,0,60,1,1,Fiber optic,2,1,0,1,1,1,1,Month-to-month,0,1,Bank transfer (automatic),2,109.45,6572.85,1,Internet con Streaming,Ambos streaming,1313.4,Leales
2522-WLNSF,0,Female,0,1,1,0,34,1,0,DSL,1,0,0,1,1,1,0,One year,1,0,Bank transfer (automatic),2,64.2,2106.3,1,Internet con Streaming,Solo Streaming Tv,770.4000000000001,Leales
2523-EWWZL,0,Female,0,0,1,0,27,1,0,Fiber optic,2,0,1,0,0,0,0,Month-to-month,0,1,Electronic check,0,76.1,2093.4,0,Internet sin Streaming,Solo Internet,913.1999999999999,Leales
2525-GVKQU,0,Female,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Mailed check,1,20.6,1093.0,0,Sin Internet,Sin Internet,247.20000000000002,Leales
2528-HFYZX,1,Male,1,1,1,0,17,1,0,Fiber optic,2,0,1,0,0,0,0,Month-to-month,0,1,Electronic check,0,76.45,1233.4,0,Internet sin Streaming,Solo Internet,917.4000000000001,Fuga
2530-ENDWQ,1,Female,0,0,1,0,71,1,1,Fiber optic,2,0,0,0,0,1,1,Two year,2,1,Bank transfer (automatic),2,93.7,6585.35,1,Internet con Streaming,Ambos streaming,1124.4,Fuga
2530-FMFXO,0,Male,1,0,1,1,56,1,1,Fiber optic,2,0,0,1,1,1,1,Two year,2,1,Electronic check,0,103.2,5873.75,1,Internet con Streaming,Ambos streaming,1238.4,Leales
2533-QVMSK,1,Male,1,0,1,0,61,1,1,Fiber optic,2,0,1,0,1,1,0,Two year,2,1,Electronic check,0,94.1,5638.3,1,Internet con Streaming,Solo Streaming Tv,1129.1999999999998,Fuga
2533-TIBIX,0,Male,1,0,1,1,15,0,0,DSL,1,1,0,0,0,0,0,Month-to-month,0,1,Bank transfer (automatic),2,30.2,469.65,0,Internet sin Streaming,Solo Internet,362.4,Leales
2535-PBCGC,0,Female,0,0,1,0,70,0,0,DSL,1,1,1,1,1,1,1,Two year,2,0,Bank transfer (automatic),2,64.55,4504.9,1,Internet con Streaming,Ambos streaming,774.5999999999999,Leales
2538-OIMXF,0,Female,0,0,0,1,1,0,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,24.7,24.7,0,Internet sin Streaming,Solo Internet,296.4,Leales
2541-YGPKE,0,Male,1,0,1,1,42,1,0,DSL,1,1,0,0,1,0,1,One year,1,0,Credit card (automatic),3,63.7,2763.35,1,Internet con Streaming,Solo Streaming Movie,764.4000000000001,Leales
2542-HYGIQ,0,Female,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),3,19.95,19.95,0,Sin Internet,Sin Internet,239.39999999999998,Leales
2545-EBUPK,0,Female,0,1,0,0,2,1,1,Fiber optic,2,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,0,84.05,186.05,1,Internet con Streaming,Solo Streaming Movie,1008.5999999999999,Leales
2545-LXYVJ,0,Male,1,0,1,0,72,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),2,20.7,1492.1,0,Sin Internet,Sin Internet,248.39999999999998,Leales
2546-KZAAT,0,Male,1,0,1,0,52,1,0,DSL,1,1,1,0,0,1,1,One year,1,1,Mailed check,1,75.4,3865.45,1,Internet con Streaming,Ambos streaming,904.8000000000001,Leales
2550-AEVRU,0,Female,0,0,1,1,57,1,0,DSL,1,1,1,0,0,0,0,One year,1,0,Electronic check,0,53.45,3053.0,0,Internet sin Streaming,Solo Internet,641.4000000000001,Leales
2550-QHZGP,0,Male,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,One year,1,0,Mailed check,1,19.5,128.6,0,Sin Internet,Sin Internet,234.0,Leales
2550-ZQZPP,0,Male,1,1,1,0,7,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,75.4,533.05,0,Internet sin Streaming,Solo Internet,904.8000000000001,Leales
2558-BUOZZ,0,Male,1,0,0,0,47,1,1,Fiber optic,2,1,1,0,0,1,0,One year,1,0,Bank transfer (automatic),2,94.8,4535.85,1,Internet con Streaming,Solo Streaming Tv,1137.6,Leales
2560-PPCHE,0,Female,0,0,0,0,65,1,1,Fiber optic,2,0,1,0,1,1,1,One year,1,1,Bank transfer (automatic),2,105.05,6744.25,1,Internet con Streaming,Ambos streaming,1260.6,Leales
2560-QTSBS,0,Female,0,0,1,1,72,1,1,0,0,0,0,0,0,0,0,One year,1,1,Bank transfer (automatic),2,23.3,1623.15,0,Sin Internet,Sin Internet,279.6,Leales
2560-WBWXF,0,Male,1,0,0,0,68,1,1,0,0,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),2,24.15,1498.85,0,Sin Internet,Sin Internet,289.79999999999995,Leales
2565-JSLRY,1,Male,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,24.05,24.05,0,Sin Internet,Sin Internet,288.6,Fuga
2568-BRGYX,1,Male,1,0,0,0,4,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,70.2,237.95,0,Internet sin Streaming,Solo Internet,842.4000000000001,Fuga
2568-OIADY,1,Female,0,0,1,0,37,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,99.5,3762.0,1,Internet con Streaming,Ambos streaming,1194.0,Fuga
2569-WGERO,0,Female,0,0,0,0,72,1,0,0,0,0,0,0,0,0,0,Two year,2,1,Bank transfer (automatic),2,21.15,1419.4,0,Sin Internet,Sin Internet,253.79999999999998,Leales
2573-GYRUU,0,Male,1,1,1,0,48,1,1,Fiber optic,2,0,0,1,0,0,1,Month-to-month,0,1,Credit card (automatic),3,91.05,4370.75,1,Internet con Streaming,Solo Streaming Movie,1092.6,Leales
2575-EAMDV,0,Female,0,0,0,0,35,1,0,Fiber optic,2,0,0,1,1,1,1,One year,1,1,Electronic check,0,99.25,3532.0,1,Internet con Streaming,Ambos streaming,1191.0,Leales
2575-GFSOE,1,Female,0,0,1,1,7,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,69.0,506.9,0,Internet sin Streaming,Solo Internet,828.0,Fuga
2576-HXMPA,0,Female,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),3,19.55,19.55,0,Sin Internet,Sin Internet,234.60000000000002,Leales
2577-GVSIL,0,Male,1,0,1,1,35,1,1,DSL,1,0,0,0,1,1,1,One year,1,1,Bank transfer (automatic),2,73.45,2661.1,1,Internet con Streaming,Ambos streaming,881.4000000000001,Leales
2578-JQPHZ,0,Male,1,0,0,0,44,1,0,Fiber optic,2,0,0,1,1,1,1,Two year,2,0,Bank transfer (automatic),2,100.1,4378.35,1,Internet con Streaming,Ambos streaming,1201.1999999999998,Leales
2580-ASVVY,0,Female,0,0,1,0,37,0,0,DSL,1,1,0,0,1,1,0,Two year,2,0,Electronic check,0,45.4,1593.1,1,Internet con Streaming,Solo Streaming Tv,544.8,Leales
2580-ATZSQ,0,Female,0,0,1,1,65,1,0,DSL,1,1,1,1,0,0,0,One year,1,0,Bank transfer (automatic),2,61.35,3874.1,0,Internet sin Streaming,Solo Internet,736.2,Leales
2581-VKIRT,0,Female,0,0,1,1,59,1,1,DSL,1,1,1,0,1,0,0,One year,1,0,Mailed check,1,65.5,3801.3,0,Internet sin Streaming,Solo Internet,786.0,Leales
2582-FFFZR,0,Female,0,0,0,0,22,0,0,DSL,1,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,50.6,1073.3,1,Internet con Streaming,Ambos streaming,607.2,Leales
2585-KTFRE,0,Male,1,0,0,1,1,1,0,DSL,1,1,1,0,1,0,1,Month-to-month,0,1,Bank transfer (automatic),2,70.45,70.45,1,Internet con Streaming,Solo Streaming Movie,845.4000000000001,Leales
2586-CWXVV,0,Male,1,0,1,0,54,0,0,DSL,1,0,1,0,0,0,0,Month-to-month,0,0,Electronic check,0,30.4,1621.35,0,Internet sin Streaming,Solo Internet,364.79999999999995,Leales
2587-EKXTS,0,Male,1,0,0,0,44,1,1,Fiber optic,2,1,1,1,0,1,1,Month-to-month,0,1,Electronic check,0,111.5,4915.15,1,Internet con Streaming,Ambos streaming,1338.0,Leales
2587-YNLES,0,Female,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Mailed check,1,20.1,100.35,0,Sin Internet,Sin Internet,241.20000000000002,Leales
2589-AYCRP,0,Female,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,One year,1,0,Bank transfer (automatic),2,19.75,989.05,0,Sin Internet,Sin Internet,237.0,Leales
2592-HODOV,0,Male,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,One year,1,0,Credit card (automatic),3,19.3,259.65,0,Sin Internet,Sin Internet,231.60000000000002,Leales
2592-SEIFQ,1,Male,1,0,0,0,3,0,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,24.75,66.95,0,Internet sin Streaming,Solo Internet,297.0,Fuga
2592-YKDIF,0,Female,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,20.35,20.35,0,Sin Internet,Sin Internet,244.20000000000002,Leales
2595-KIWPV,0,Male,1,0,0,1,27,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,19.7,509.3,0,Sin Internet,Sin Internet,236.39999999999998,Leales
2599-CIPQE,0,Male,1,0,1,1,71,1,0,Fiber optic,2,1,1,1,1,1,1,Two year,2,0,Credit card (automatic),3,109.3,7782.85,1,Internet con Streaming,Ambos streaming,1311.6,Leales
2599-CZABP,0,Male,1,0,1,0,14,1,0,DSL,1,0,0,0,0,0,0,One year,1,0,Electronic check,0,44.6,641.25,0,Internet sin Streaming,Solo Internet,535.2,Leales
2599-GTQWQ,0,Male,1,1,0,0,39,1,1,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Bank transfer (automatic),2,95.65,3759.05,1,Internet con Streaming,Ambos streaming,1147.8000000000002,Leales
2603-HVKCG,0,Male,1,0,0,0,31,1,0,Fiber optic,2,0,1,1,0,1,1,Month-to-month,0,1,Electronic check,0,101.4,3143.65,1,Internet con Streaming,Ambos streaming,1216.8000000000002,Leales
2604-IJPDU,0,Female,0,0,1,0,20,1,0,Fiber optic,2,1,1,0,1,1,0,Month-to-month,0,1,Electronic check,0,96.55,1901.65,1,Internet con Streaming,Solo Streaming Tv,1158.6,Leales
2604-XVDAM,0,Female,0,0,0,0,12,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Bank transfer (automatic),2,43.8,540.95,0,Internet sin Streaming,Solo Internet,525.5999999999999,Leales
2606-PKWJB,0,Male,1,0,0,1,40,0,0,DSL,1,1,1,0,1,0,0,One year,1,0,Mailed check,1,40.25,1564.05,0,Internet sin Streaming,Solo Internet,483.0,Leales
2606-RMDHZ,1,Male,1,0,0,0,6,0,0,DSL,1,0,1,0,0,0,0,Month-to-month,0,1,Credit card (automatic),3,30.5,208.7,0,Internet sin Streaming,Solo Internet,366.0,Fuga
2607-DHDAK,0,Male,1,0,1,1,72,1,0,0,0,0,0,0,0,0,0,Two year,2,1,Credit card (automatic),3,19.8,1414.65,0,Sin Internet,Sin Internet,237.60000000000002,Leales
2607-FBDFF,0,Male,1,0,0,0,1,1,0,DSL,1,0,0,0,1,0,0,Month-to-month,0,0,Credit card (automatic),3,49.0,49.0,0,Internet sin Streaming,Solo Internet,588.0,Leales
2608-BHKFN,1,Female,0,0,0,0,4,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Credit card (automatic),3,70.05,266.9,0,Internet sin Streaming,Solo Internet,840.5999999999999,Fuga
2609-IAICY,1,Female,0,0,0,0,1,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,77.15,77.15,0,Internet sin Streaming,Solo Internet,925.8000000000001,Fuga
2612-PHGOX,0,Male,1,0,1,0,64,1,1,DSL,1,0,1,1,1,1,0,Two year,2,1,Bank transfer (automatic),2,76.1,4818.8,1,Internet con Streaming,Solo Streaming Tv,913.1999999999999,Leales
2612-RANWT,1,Female,0,0,0,0,12,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Bank transfer (automatic),2,100.15,1164.3,1,Internet con Streaming,Ambos streaming,1201.8000000000002,Fuga
2612-RRIDN,1,Male,1,0,0,0,4,1,0,Fiber optic,2,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,0,81.0,340.85,1,Internet con Streaming,Solo Streaming Tv,972.0,Fuga
2615-YVMYX,0,Male,1,1,1,0,71,1,1,Fiber optic,2,1,1,1,0,1,1,Month-to-month,0,1,Electronic check,0,107.5,7713.55,1,Internet con Streaming,Ambos streaming,1290.0,Leales
2616-FLVQC,0,Male,1,0,0,0,64,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Mailed check,1,19.55,1240.15,0,Sin Internet,Sin Internet,234.60000000000002,Leales
2616-UUTFK,0,Male,1,0,1,0,33,1,1,DSL,1,1,1,1,0,1,0,Month-to-month,0,1,Bank transfer (automatic),2,72.75,2447.45,1,Internet con Streaming,Solo Streaming Tv,873.0,Leales
2619-WFQWU,1,Female,0,0,0,0,1,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,70.15,70.15,0,Internet sin Streaming,Solo Internet,841.8000000000001,Fuga
2621-UDNLU,0,Female,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,20.85,72.0,0,Sin Internet,Sin Internet,250.20000000000002,Leales
2623-DRYAM,0,Female,0,0,1,0,70,1,1,Fiber optic,2,0,0,1,0,1,1,One year,1,1,Electronic check,0,101.75,7069.3,1,Internet con Streaming,Ambos streaming,1221.0,Leales
2625-TRCZQ,0,Female,0,0,1,0,51,0,0,DSL,1,0,1,0,0,1,1,Month-to-month,0,1,Electronic check,0,49.65,2553.35,1,Internet con Streaming,Ambos streaming,595.8,Leales
2626-URJFX,1,Male,1,0,1,1,4,1,1,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,50.9,225.6,0,Internet sin Streaming,Solo Internet,610.8,Fuga
2626-VEEWG,0,Male,1,0,1,1,67,1,0,0,0,0,0,0,0,0,0,Two year,2,1,Credit card (automatic),3,19.4,1284.2,0,Sin Internet,Sin Internet,232.79999999999998,Leales
2632-IVXVF,0,Female,0,0,1,1,68,1,1,Fiber optic,2,1,0,1,1,1,1,Two year,2,0,Credit card (automatic),3,111.75,7511.3,1,Internet con Streaming,Ambos streaming,1341.0,Leales
2632-TACXW,0,Female,0,0,1,0,62,1,1,0,0,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),2,23.65,1416.75,0,Sin Internet,Sin Internet,283.79999999999995,Leales
